iso2,year,indice_riesgo_climatico,PIBpc,renta_rec_nat,impuestos_ambientales,protec_der_lab
SV,2021,,4642.607431013421,0.535264947589614,95.55933806146572,
SV,2022,,5074.602102218056,,,
SV,2023,,5365.444913991706,,,
SV,2024,,5579.659691650286,,,
SV,2025,,,,,
GT,1990,,847.6885618303594,1.83045512720882,96.53012048192771,
GT,1991,,1014.4027968268234,1.65426431663517,94.90268767377201,
GT,1992,,1096.4597699269787,1.52332030398675,65.99854227405247,
GT,1993,,1165.674427162245,1.33092443055709,69.74021222100257,
GT,1994,,1292.672027504829,1.34833878506145,68.59083191850594,
GT,1995,,1421.0617780979567,1.59672727928084,69.86587183308495,
GT,1996,,1481.0598675067172,1.38934546996865,72.33510472022508,
GT,1997,,1638.4628185178874,1.58260940616648,72.48239975512702,
GT,1998,,1741.2011418285576,1.20269768494948,55.722621184919205,
GT,1999,,1603.6477614493433,1.42197658489313,57.013312753231716,
GT,2000,,1648.9657897155912,1.65531507910442,58.60681216931217,
GT,2001,,1537.6866357825168,1.51688956267975,47.55374490755249,
GT,2002,,1669.335174697054,1.49552331731967,41.0421686746988,
GT,2003,,1722.547019107736,1.55532613964599,45.13260123541524,
GT,2004,,1840.9118488399963,1.45629547212597,58.59173059420102,
GT,2005,,2046.4661165075804,1.55562794751834,59.30711889675736,
GT,2006,,2225.1234753877984,1.93392564321639,54.58584374234632,
GT,2007,,2458.8157391938444,1.95055907491986,50.514902363823225,
GT,2008,,2763.0598817292575,1.93184237870205,54.699587061252586,
GT,2009,,2611.6463277335247,1.63784143444565,45.19973471869128,
GT,2010,,2805.2596023732153,2.6452084845277,63.49477116833464,
GT,2011,,3168.98370607705,2.86196592041548,59.911476480836235,
GT,2012,,3286.619593362674,2.18105907544831,63.57178014766202,
GT,2013,,3444.158022758641,2.18983261245163,64.99027088897368,
GT,2014,,3689.1451041020246,2.98111660499136,65.27378378378378,
GT,2015,,3893.5053329906823,1.78572375354011,60.39779336298323,
GT,2016,,4060.1378473764325,2.01829626064269,60.45955705344247,
GT,2017,,4324.997689156005,1.50289202380162,66.50065520696832,
GT,2018,,4352.9459328970715,1.19385178218072,63.175097276264594,
GT,2019,,4511.998395526965,1.14790981503494,62.801461544027205,
GT,2020,,4477.617850006646,1.35250209053897,68.14690990320179,
GT,2021,,4912.622404146814,1.92928512463796,60.61031167322708,
GT,2022,,5358.70156997677,,,
GT,2023,,5758.327608478517,,,
GT,2024,,6150.025714385053,,,
GT,2025,,,,,
HT,1990,,451.7202496892161,0.758980650078628,79.39698492462311,
HT,1991,,496.54598743386447,0.7545789249722,74.57264957264957,
HT,1992,,316.2765131343539,1.16755024661594,75.88652482269504,
HT,1993,,258.06637225881695,1.25091936869488,75.27472527472527,
HT,1994,,292.134224374091,1.18848565185335,82.91814946619218,
HT,1995,,372.0061046651246,1.22519462633385,51.11111111111111,
HT,1996,,377.22946502597233,0.942847807917707,44.95867768595041,
HT,1997,,425.1110858792564,0.993751372688353,33.057851239669425,
HT,1998,,465.36330625905066,0.778424833674881,46.15384615384615,
HT,1999,,509.57858527537496,0.619396171409139,58.02292263610315,
HT,2000,,820.6000467614642,0.349449568493596,51.736745886654475,
HT,2001,,748.821159844528,0.383295015006936,47.64309764309764,
HT,2002,,720.9695680425219,0.396885022338016,47.53199268738574,
HT,2003,,578.9952910797085,0.518316847636601,47.66355140186916,
HT,2004,,683.1852981552732,0.415056574952732,47.53199268738574,
HT,2005,,775.8457040569159,0.353534370526786,47.66187050359712,
HT,2006,,828.8057002895894,0.474483984535321,47.54385964912281,
HT,2007,,984.5669834485212,0.403575652806683,32.9059829059829,
HT,2008,,1094.6605842164367,0.399712731958641,37.242798353909464,
HT,2009,,1196.8528706017953,0.337463725935536,28.71012482662968,
HT,2010,,1209.727335030943,0.665741356287765,25.68162083936324,
HT,2011,,1312.0395355201322,0.530247287448995,12.356636271529888,
HT,2012,,1361.3939658737431,0.493447395435744,20.23069936421435,
HT,2013,,1457.8322117962648,0.586507266755589,13.561553030303031,
HT,2014,,1460.1889861391446,0.699288591917661,8.947775628626692,
HT,2015,,1411.1268474679646,0.574767533630933,8.277189605389799,
HT,2016,,1318.402681679532,0.790216838420377,6.857142857142858,
HT,2017,,1395.2394518446108,0.657342723836906,12.37582625118036,
HT,2018,,1496.3804897015589,0.44034486815939,19.211630123927552,
HT,2019,,1352.1720419153248,0.443318678876138,19.124299065420562,
HT,2020,,1290.3253866738314,0.577844130610775,20.398803589232305,
HT,2021,,1841.3318933722194,0.327641965983974,20.54162487462387,
HT,2022,,1760.626356687774,,,
HT,2023,,1705.7580846099909,,,
HT,2024,,2142.623305267883,,,
HT,2025,,,,,
HN,1990,,749.8181135526313,3.21092333246204,98.27511858559724,
HN,1991,,722.0006579311231,2.70781658118094,98.55072463768117,
HN,1992,,782.1115187094318,2.19178076917636,93.55527102005975,
HN,1993,,772.7422477298596,1.83497670451247,88.13427010148321,
HN,1994,,735.8861471573887,2.27034903839063,77.81584582441113,
HN,1995,,814.0490755690705,2.45297007789003,61.32697947214076,
HN,1996,,812.8170476022441,1.96802150042667,66.48190414085425,
HN,1997,,917.2726512009042,2.34343118281433,66.4859693877551,
HN,1998,,988.6559869272529,1.85661666214069,56.3103953147877,
HN,1999,,999.0043833289084,1.68761400222431,59.53177257525084,
HN,2000,,1092.564007462518,1.37113446146867,62.27747402952433,
HN,2001,,1132.1648753328989,1.43828418297597,48.92829803521306,
HN,2002,,1132.4996534531656,1.37053917605775,39.25832127351664,
HN,2003,,1156.0816268135652,1.21682443039075,38.35051098064797,
HN,2004,,1215.1399541276094,1.17065229457115,29.307754606195584,
HN,2005,,1304.7003915382616,1.19616286119396,32.33237410071943,
HN,2006,,1425.8478005189233,1.9388652088634,36.26176176176176,
HN,2007,,1577.7378919740734,1.66136160268053,37.550726927939316,
HN,2008,,1732.4906270280264,1.20679031927745,38.43061472915399,
HN,2009,,1781.1570361467352,1.16441147896911,43.301596433194305,
HN,2010,,1893.3272266203458,2.36463288147641,46.33706115515289,
HN,2011,,2073.661210880738,1.7044807548954,44.65371024734983,
HN,2012,,2126.0347468650316,1.63060548730794,45.24427873489329,
HN,2013,,2081.1284352794482,1.78208817924239,42.58739537173806,
HN,2014,,2179.8817197727058,2.2661279184441,40.60830717218064,
HN,2015,,2271.2026598034863,1.56846231223826,45.916436387752846,
HN,2016,,2307.3446835108152,2.01566335667541,52.11397019406026,
HN,2017,,2413.007656294202,1.72906722467945,61.23117765742806,
HN,2018,,2464.642415319176,1.07184110988038,66.76427765815647,
HN,2019,,2502.327443280727,0.916855208806467,57.20439395361938,
HN,2020,,2307.6149431951144,1.23326098347167,57.48458193318837,
HN,2021,,2735.1475150397705,1.22455313744521,64.62095323741008,
HN,2022,,3003.289968263993,,,
HN,2023,,3227.4576250977575,,,
HN,2024,,3426.4348332892264,,,
HN,2025,,,,,
MX,1990,,3154.4692034903796,7.85316996477492,24.693319060403844,
MX,1991,,3708.842054815697,3.7204122843979,22.388930371476572,
MX,1992,,4220.566436770572,3.37676484568823,25.655557562620423,
MX,1993,,6048.348403880993,2.32169144860141,25.39635741820406,
MX,1994,,6202.365883728625,2.17600409935639,19.021824088737247,
MX,1995,,4183.878477274793,3.70622014950634,23.650228574431193,
MX,1996,,4674.367927336813,4.11473850462351,24.664692341351124,
MX,1997,,5567.355995166675,3.18057074248256,19.957251944857397,
MX,1998,,5832.693420044676,1.74627703760617,17.586558715113217,
MX,1999,,6499.971829504254,2.3736230088796,20.907524411257896,
MX,2000,,7524.027138009098,3.5781826113811,19.79515740853288,
MX,2001,,7952.76479510706,2.60164301698472,17.09735125334131,
MX,2002,,7983.033983817592,2.74840903518892,15.046237529843598,
MX,2003,,7434.0746485155005,3.35934793986578,12.119893995775072,
MX,2004,,7849.667596495654,4.19499035807608,14.442451690567085,
MX,2005,,8671.758918851627,5.58648727639514,15.195451572768457,
MX,2006,,9512.635753466991,6.1411361184755,15.332108874674653,
MX,2007,,10134.332713811855,5.75685331700591,14.08873567031451,
MX,2008,,10523.768540324385,6.7408329915323,17.537439568681908,
MX,2009,,8423.569332147112,4.17264386033762,12.947074355842886,
MX,2010,,9728.800783770816,4.9517973655552,16.60202441051474,
MX,2011,,10664.49440323125,7.12685649981166,14.888217632428184,
MX,2012,,10744.133524268636,6.64761771453207,13.785438779794745,
MX,2013,,11216.800850542808,5.63992841356242,13.297415286302867,
MX,2014,,11391.3773497683,4.74356172979305,17.53216139571137,
MX,2015,,10021.238611882723,2.18360553071428,15.264607542470241,
MX,2016,,9097.923976747688,1.97524669608099,15.295700470710315,
MX,2017,,9649.278167724024,2.36148896456378,15.960995253047198,
MX,2018,,10084.793756202112,2.8911069990433,15.907939491331973,
MX,2019,,10369.555358527137,2.09126302062882,16.877136126901597,
MX,2020,,8841.270750398684,1.55983378352436,20.752885421757256,
MX,2021,,10314.050672211482,3.64307338835023,23.37622979595448,
MX,2022,,11405.79404737593,,,
MX,2023,,13860.95978093256,,,
MX,2024,,14185.781224852855,,,
MX,2025,,,,,
NI,1990,,242.50839060082217,6.71830601093931,61.35895676046671,
NI,1991,,349.514318640612,5.33038411064474,60.252156602521566,
NI,1992,,411.4733306617863,3.99413843808385,50.94569859670531,
NI,1993,,394.3780740210711,3.2712641713304,57.002881844380404,
NI,1994,,849.1793313648951,1.62282645767437,48.45360824742268,
NI,1995,,891.7793523099956,1.99078483904908,45.44474393530997,
NI,1996,,910.8616459172948,1.55099338059432,43.50225790265931,
NI,1997,,912.7574297885329,1.89151852264118,41.76039119804401,
NI,1998,,949.1553734947705,1.5777578844684,27.846425419240955,
NI,1999,,980.2197446752457,1.42120426128236,27.37765466297322,
NI,2000,,1017.3124434882039,1.3540087539637,17.643555933645256,
NI,2001,,1051.8742358909956,1.14847900083655,17.884920634920633,
NI,2002,,1014.3339042590969,1.14157988958926,24.609541984732825,
NI,2003,,1021.3521666879383,1.12766211906764,27.073953823953822,
NI,2004,,1098.6211866233516,1.29185557609837,27.724503764544835,
NI,2005,,1183.3021401017506,1.11397978053442,34.61127499180596,
NI,2006,,1248.1737157778794,1.57912337410457,30.051691129546903,
NI,2007,,1350.3814575337663,1.54258856099957,29.004675810473817,
NI,2008,,1523.6843708640893,1.4819143624518,35.537637607854805,
NI,2009,,1467.0828805284489,1.31162414000297,30.924123950188243,
NI,2010,,1526.567069514084,4.15315104137442,36.985515168078706,
NI,2011,,1679.7119208463296,5.12065108678162,33.985882352941175,
NI,2012,,1784.6983601755483,4.62546930334416,42.723145621433886,
NI,2013,,1835.439963637147,4.95048345059701,52.33589435774309,
NI,2014,,1958.370475795471,4.2211834678271,54.534188034188034,
NI,2015,,2074.4562063473063,2.10539835608013,50.102379393145604,
NI,2016,,2131.6870482832232,3.11297731611032,52.7704203877151,
NI,2017,,2182.61380995674,2.7029582269273,56.05171270718232,
NI,2018,,2035.165493905072,2.02687465495511,58.95143962183068,
NI,2019,,1958.6205152809537,1.28485958829485,57.14888500218627,
NI,2020,,1938.4470475438154,1.65812864181366,70.21867581113163,
NI,2021,,2138.385884694495,3.84080893833151,69.50937574175173,
NI,2022,,2322.8905396458313,,,
NI,2023,,2609.444920729308,,,
NI,2024,,2847.53966339498,,,
NI,2025,,,,,
PA,1990,,2620.1382726627444,0.270038517781232,85.26869597895528,
PA,1991,,2820.545476654181,0.270515828891458,74.40860215053763,
PA,1992,,3139.899528995805,0.241444412443813,66.72407853944196,
PA,1993,,3358.4141174005267,0.186976705700625,74.26120114394662,
PA,1994,,3508.1957006921775,0.190573130158881,71.97262719428743,
PA,1995,,3513.8973785463104,0.243858603386048,69.13895993179881,
PA,1996,,3308.184303905282,0.174799664199064,79.0010460251046,
PA,1997,,3545.976703924532,0.200201312008784,72.17970871389781,
PA,1998,,3807.8386880770126,0.150609219935685,51.610594130279175,
PA,1999,,3950.341442366139,0.138366747024726,68.86462882096069,
PA,2000,,3975.093102755443,0.137185387867812,74.37466748516472,
PA,2001,,3991.7767209465464,0.124076228094074,52.771857923497265,
PA,2002,,4090.5861645608156,0.123117307933687,67.40865293784243,
PA,2003,,4264.66428949623,0.143856414123735,54.10993543758968,
PA,2004,,4644.565811775815,0.160147634592891,69.2858878666898,
PA,2005,,5017.741104148322,0.0987195742549029,67.40861506778788,
PA,2006,,5528.767058549005,0.127267314799788,63.17281683085657,
PA,2007,,6317.817305146605,0.117743566419889,60.40706319702602,
PA,2008,,7347.590490468393,0.109519193886937,65.08498054474708,
PA,2009,,7796.926183634326,0.14470191986794,59.18351409978308,
PA,2010,,8331.464222599672,0.234720390623527,59.715969118244615,
PA,2011,,9662.295909119792,0.269868830701767,55.1530299156226,
PA,2012,,11064.806366200306,0.260441253310238,65.1877252121353,
PA,2013,,12273.322498378779,0.216897753935313,60.79962045099353,
PA,2014,,13213.198959113728,0.231601530644453,58.34758264240336,
PA,2015,,14082.65484349964,0.138690460109424,67.75900922778048,
PA,2016,,14832.36116524589,0.131004580785833,68.92421458754363,
PA,2017,,15694.629751849472,0.124276365709136,74.15033508422387,
PA,2018,,16151.327343348576,0.0994393790926708,80.42265464607694,
PA,2019,,16477.906626811135,0.31611229608813,54.93835851648352,
PA,2020,,13290.560839774871,0.535097865738947,78.44740212221004,
PA,2021,,15509.80691241387,3.6647948599442,79.278975629905,
PA,2022,,17378.607001755714,,,
PA,2023,,18797.193399404456,,,
PA,2024,,19161.218850159614,,,
PA,2025,,,,,
PY,1990,,1440.1582961002937,2.70185516463716,99.97425050579363,
PY,1991,,1685.2689008262093,2.37235297949305,99.96252257163299,
PY,1992,,1682.6744477761083,2.58028051902425,99.9594709111676,
PY,1993,,1661.7095530621752,2.65203801608256,99.9554650718921,
PY,1994,,1760.288070832916,2.2446170941753,99.9807782079798,
PY,1995,,1978.7151409957492,2.63965820175389,99.7182565049601,
PY,1996,,2088.1710910223564,2.22608401252279,99.96653877041135,
PY,1997,,2078.5084131382387,2.01417230058798,99.97837370242215,
PY,1998,,1889.8845561858602,1.90038248473524,99.97838177780397,
PY,1999,,1766.3065728825868,1.75811595698581,99.9711371945353,
PY,2000,,1736.1172921076502,1.46125820906746,99.9801839527406,
PY,2001,,1637.686151229318,1.60887106842193,99.98137564269479,
PY,2002,,1367.7650693599712,2.06807979138211,99.98303326972537,
PY,2003,,1443.9988523620518,2.14219181665103,99.98306001429371,
PY,2004,,1786.215339385431,1.64919367692685,,
PY,2005,,1970.8716985237797,1.6488717465954,99.98532228432944,
PY,2006,,2439.4312469457595,1.92110670134396,,
PY,2007,,3211.9362165954644,1.74879846359446,,
PY,2008,,4384.9546943780315,1.53670993415519,,
PY,2009,,3941.848154794308,1.62701325231846,,
PY,2010,,4750.962736694582,2.08299287196264,,
PY,2011,,5805.401545429248,1.67187532266737,,
PY,2012,,5642.1699167284605,1.69034010085165,99.9973769403171,
PY,2013,,6435.683427330044,1.6980914846184,,
PY,2014,,6652.254789424609,1.68579710915118,,
PY,2015,,5879.337923087617,1.69931574477657,,
PY,2016,,5775.159633995956,1.89364402448299,,
PY,2017,,6152.267115377905,1.68483913659766,,
PY,2018,,6258.449916409836,1.51126155574886,,
PY,2019,,5821.181995487379,1.37779411178328,,
PY,2020,,5365.472207211041,1.68263325547904,,
PY,2021,,5976.93179789949,1.34701587848651,,
PY,2022,,6205.625953793195,,,
PY,2023,,6299.990265337135,,,
PY,2024,,6416.097089708445,,,
PY,2025,,,,,
PE,1990,,1199.6666675661506,9.33591696551231,76.80330243337195,
PE,1991,,1527.3887947286557,3.44013922413401,80.27206186990747,
PE,1992,,1567.4091076512836,2.84163070262317,74.85139460448103,
PE,1993,,1487.6740431417534,2.26467553978964,80.41599135602378,
PE,1994,,1879.3665775791853,3.01892940642677,81.09164250598765,
PE,1995,,2189.5343151531138,3.19428115750427,80.29608523290386,
PE,1996,,2226.916824292651,2.80473952192198,77.92959703566466,
PE,1997,,2300.6720077446143,2.59268217140284,74.42469493508665,
PE,1998,,2156.3937765161345,1.33224077596512,74.99327052489906,
PE,1999,,1916.5339736790752,2.05435185498836,77.06932773109244,
PE,2000,,1945.4133845169831,3.00673261080851,85.94044795783927,
PE,2001,,1929.5727303884632,1.87027989928496,88.54846123101518,
PE,2002,,2007.3701962675275,2.00486620297994,86.33701736078172,
PE,2003,,2129.4411419763424,3.0037165322875,85.25901445047181,
PE,2004,,2397.2514727771386,6.234603660457,77.35179024774578,
PE,2005,,2706.669472976084,7.82322862890974,72.52383804504073,
PE,2006,,3129.5599649698206,13.4308080436867,73.91802543006732,
PE,2007,,3581.089308191696,14.213314090691,66.1279865771812,
PE,2008,,4197.584446341415,12.0258973772881,60.23324052929584,
PE,2009,,4181.1875546225265,8.9210124490135,62.15033366287691,
PE,2010,,5072.114940196154,11.2141792512141,57.420154512267594,
PE,2011,,5861.3579364524485,12.7665949125059,55.84771106510237,
PE,2012,,6519.378529815272,9.99927931288698,56.8825842555015,
PE,2013,,6746.800256966015,7.65420483078558,52.67379324537534,
PE,2014,,6667.134103608605,5.66292821656372,50.32788484467472,
PE,2015,,6231.711503388939,3.91148648466656,50.99021258026307,
PE,2016,,6217.03599995447,4.40523816648386,49.29590889280504,
PE,2017,,6736.16693725487,5.8962563954339,57.227656455832424,
PE,2018,,6978.491215486268,5.95602611154103,60.93005058776432,
PE,2019,,7037.008036926039,2.49912146958912,60.13590733590733,
PE,2020,,6133.3255241018305,3.97961448773443,64.28993316704431,
PE,2021,,6826.20255614477,12.7247082349187,61.779452800056156,
PE,2022,,7350.6303430041735,,,
PE,2023,,7887.54185920108,,,
PE,2024,,8452.371670566214,,,
PE,2025,,,,,
UY,1990,,2995.3610566346547,0.60644469736533,94.96170898831117,
UY,1991,,3589.0154194263396,0.547745702244625,87.91678540894841,
UY,1992,,4101.710541552913,0.524820143871655,89.77298269273994,
UY,1993,,4753.009246826468,0.442303519058191,92.240190547825,
UY,1994,,5507.564813000561,0.375584936110432,98.81843245372194,
UY,1995,,6050.486322536444,0.44852566255986,93.57652656621728,
UY,1996,,6398.435751840946,0.381449645677067,87.1045134203029,
UY,1997,,7436.293426206825,0.401275809484488,91.1978729359082,
UY,1998,,7836.891833223072,0.327248533539315,96.14258833368179,
UY,1999,,7370.56995453931,0.301658893171144,77.11664117892396,
UY,2000,,6987.7009876625725,0.193328084228466,93.27807063784923,
UY,2001,,6382.761047408588,0.216877824747985,99.68691891891892,
UY,2002,,4149.761403126869,0.45458997663173,99.55783446121812,
UY,2003,,3671.1232925688273,0.632377734235131,99.74146170882388,
UY,2004,,4168.660654383865,0.800895044345689,81.49186440677965,
UY,2005,,5284.25677987129,0.806565485741014,87.31068592997528,
UY,2006,,6001.332947831721,1.12340438595144,64.36242816091954,
UY,2007,,7222.054036458771,1.28842123844774,86.96139901898059,
UY,2008,,9423.965625958926,1.56798161399914,61.355758266818704,
UY,2009,,9881.395731270806,1.34673827245616,69.60101534556364,
UY,2010,,12641.057684900788,2.02169884847788,89.09721575565696,
UY,2011,,15132.267572558721,1.43709496222999,74.61803944315545,
UY,2012,,16259.594081425614,1.17962644777555,64.61209662200416,
UY,2013,,18335.259477232237,1.29138043579779,84.03859348198971,
UY,2014,,18322.427676715724,1.45872376049256,94.53656096059113,
UY,2015,,17125.901680029787,1.85218241655473,93.03452545706169,
UY,2016,,17009.75842072758,1.74168715941962,96.45757095519377,
UY,2017,,19184.650261708244,1.82938511988003,98.28758443005363,
UY,2018,,19249.94046775007,1.97299244228802,97.36383531664615,
UY,2019,,18315.731698002815,1.70632780467724,98.0227300956403,
UY,2020,,15757.53559957787,2.29343009292959,93.7486387049301,
UY,2021,,17881.81872109899,1.92773520463627,84.35379806189435,
UY,2022,,20818.614609114353,,,
UY,2023,,23019.42215600459,,,
UY,2024,,23906.51330294079,,,
UY,2025,,,,,
VE,1990,,2451.5523114567022,29.2548511239111,62.34385799295359,
VE,1991,,2632.5396981410595,16.6639894189064,70.32540221355606,
VE,1992,,2907.303344394341,15.7571776112482,70.09341637010677,
VE,1993,,2824.6914436644097,15.7932181812518,68.42985212302902,
VE,1994,,2688.9832514529526,16.2198265911409,72.00685191165526,
VE,1995,,3486.983506359194,15.1363210095652,70.0514663834654,
VE,1996,,3112.8258481059984,23.8367720643582,71.23749801555802,
VE,1997,,3710.826883550958,18.0963540802062,73.35938000384296,
VE,1998,,3869.982588488938,9.06347009522954,71.59649946849275,
VE,1999,,4070.906191894842,13.269532614572,75.16465524726195,
VE,2000,,4776.281676393798,20.5761295010598,73.74840215313529,
VE,2001,,4920.393136004533,15.3442903568827,67.06798788268844,
VE,2002,,3652.0989650186507,19.4545884689745,64.81513739493968,
VE,2003,,3229.5055708207888,21.8955843439596,65.83572609414426,
VE,2004,,4269.089708723917,23.8297115705399,70.94119195375535,
VE,2005,,5432.485418465401,29.2230041014033,73.28606809382828,
VE,2006,,6739.380653422185,28.0774680117788,73.90088931553494,
VE,2007,,8331.620969918438,23.1186941835454,72.72463971141892,
VE,2008,,11262.451425675888,23.9223070628002,72.79654978750514,
VE,2009,,11596.602192173088,10.5416668243022,71.66092313335167,
VE,2010,,13646.304662266413,12.380878328857,67.242625937084,
VE,2011,,10843.922970316738,24.4753357613612,70.70046725418459,
VE,2012,,12607.236124624285,18.7812359044725,67.0600784236679,
VE,2013,,8656.356697236675,17.6253449138361,65.96440553278524,
VE,2014,,7096.220471055118,11.8465082797294,77.53691229896023,
VE,2015,,4103.138498700504,,65.53966478494154,
VE,2016,,3670.157378482079,,62.32403609515996,
VE,2017,,3791.331606820766,,51.47466408466256,
VE,2018,,3422.6546701485363,,63.29327942087586,
VE,2019,,2523.112752306666,,65.92180355462486,
VE,2020,,1506.0436210041037,,84.45121523562892,
VE,2021,,2004.9339794979212,,81.72207575243415,
VE,2022,,3155.0420709968707,,,
VE,2023,,3617.4359457826904,,,
VE,2024,,4217.5910264339145,,,
VE,2025,,,,,
